type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct
charge,[2010.       9.       9.      17.      25.       2.968],4,B0054,54,6863,06863.csv,,,
impedance,[2010.       9.       9.      20.      30.      14.531],24,B0054,55,6864,06864.csv,,0.100207299,0.173303141
discharge,[2.01e+03 9.00e+00 9.00e+00 2.10e+01 2.00e+00 1.09e-01],4,B0054,56,6865,06865.csv,1.082651224,,
charge,[2010.       9.       9.      21.      48.       7.734],4,B0054,57,6866,06866.csv,,,
discharge,[2010.       9.      10.       0.      49.      20.093],4,B0054,58,6867,06867.csv,1.057500839,,
charge,[2.0100e+03 9.0000e+00 1.0000e+01 1.0000e+00 3.4000e+01 5.0609e+01],4,B0054,59,6868,06868.csv,,,
discharge,[2010.       9.      10.       4.      36.       5.546],4,B0054,60,6869,06869.csv,1.038551733,,
charge,[2010.       9.      10.       5.      20.      43.609],4,B0054,61,6870,06870.csv,,,
discharge,[2010.       9.      10.       8.      21.      56.953],4,B0054,62,6871,06871.csv,1.00732949,,
charge,[2010.       9.      10.       9.       6.      45.796],4,B0054,63,6872,06872.csv,,,
discharge,[2010.       9.      10.      12.       7.      58.578],4,B0054,64,6873,06873.csv,1.016040031,,
impedance,[2010.       9.      10.      12.      56.      32.093],24,B0054,65,6874,06874.csv,,0.104809454,0.177630428
charge,[2010.       9.      10.      13.      28.      18.093],4,B0054,66,6875,06875.csv,,,
impedance,[2010.       9.      10.      16.      33.      32.109],24,B0054,67,6876,06876.csv,,0.100365505,0.17146044
discharge,[2010.       9.      10.      17.       5.      18.031],4,B0054,68,6877,06877.csv,1.015831964,,
charge,[2010.       9.      10.      17.      49.      42.375],4,B0054,69,6878,06878.csv,,,
discharge,[2010.       9.      10.      20.      50.      57.921],4,B0054,70,6879,06879.csv,1.00153838,,
charge,[2010.       9.      10.      21.      34.      58.687],4,B0054,71,6880,06880.csv,,,
discharge,[2010.       9.      11.       0.      36.      11.406],4,B0054,72,6881,06881.csv,0.981248862,,
charge,[2.01e+03 9.00e+00 1.10e+01 1.00e+00 1.90e+01 4.25e+01],4,B0054,73,6882,06882.csv,,,
discharge,[2010.       9.      11.       4.      20.      54.625],4,B0054,74,6883,06883.csv,0.998741603,,
charge,[2010.       9.      11.       5.       4.      36.593],4,B0054,75,6884,06884.csv,,,
discharge,[2010.       9.      11.       8.       5.      50.875],4,B0054,76,6885,06885.csv,0.958401423,,
impedance,[2010.       9.      11.       8.      53.      33.015],24,B0054,77,6886,06886.csv,,0.099566381,0.166113507
charge,[2010.      9.     11.      9.     25.     19.39],4,B0054,78,6887,06887.csv,,,
impedance,[2010.       9.      11.      12.      30.      32.937],24,B0054,79,6888,06888.csv,,0.097951484,0.170433892
discharge,[2.0100e+03 9.0000e+00 1.1000e+01 1.3000e+01 2.0000e+00 1.9546e+01],4,B0054,80,6889,06889.csv,0.980084613,,
charge,[2010.       9.      11.      13.      45.      14.468],4,B0054,81,6890,06890.csv,,,
discharge,[2010.       9.      11.      16.      46.      28.437],4,B0054,82,6891,06891.csv,0.97203722,,
charge,[2010.       9.      11.      17.      29.      53.218],4,B0054,83,6892,06892.csv,,,
discharge,[2010.       9.      11.      20.      31.      10.015],4,B0054,84,6893,06893.csv,0.969320281,,
charge,[2010.       9.      11.      21.      14.       2.187],4,B0054,85,6894,06894.csv,,,
discharge,[2010.       9.      12.       0.      15.      17.875],4,B0054,86,6895,06895.csv,0.947978639,,
charge,[2010.       9.      12.       0.      58.      31.296],4,B0054,87,6896,06896.csv,,,
discharge,[2010.       9.      12.       3.      59.      48.265],4,B0054,88,6897,06897.csv,0.963851957,,
impedance,[2010.       9.      12.       4.      46.      14.359],24,B0054,89,6898,06898.csv,,0.098275469,0.172557558
charge,[2.010e+03 9.000e+00 1.200e+01 5.000e+00 1.800e+01 1.359e+00],4,B0054,90,6899,06899.csv,,,
impedance,[2010.       9.      12.       8.      23.      19.421],24,B0054,91,6900,06900.csv,,0.099783061,0.17034927
discharge,[2010.       9.      12.       8.      55.       6.671],4,B0054,92,6901,06901.csv,0.96823367,,
charge,[2010.       9.      12.       9.      38.       3.171],4,B0054,93,6902,06902.csv,,,
discharge,[2010.       9.      12.      12.      39.      18.218],4,B0054,94,6903,06903.csv,0.940702086,,
charge,[2010.       9.      12.      13.      22.      16.859],4,B0054,95,6904,06904.csv,,,
discharge,[2010.       9.      12.      16.      23.      34.703],4,B0054,96,6905,06905.csv,0.961844208,,
charge,[2010.       9.      12.      17.       6.       9.515],4,B0054,97,6906,06906.csv,,,
discharge,[2010.       9.      12.      20.       7.      24.765],4,B0054,98,6907,06907.csv,0.933234014,,
charge,[2010.       9.      12.      20.      49.      58.468],4,B0054,99,6908,06908.csv,,,
discharge,[2010.       9.      12.      23.      51.      17.062],4,B0054,100,6909,06909.csv,0.931345474,,
impedance,[2010.       9.      13.       0.      37.      44.093],24,B0054,101,6910,06910.csv,,0.102884735,0.170432907
charge,[2.0100e+03 9.0000e+00 1.3000e+01 1.0000e+00 9.0000e+00 3.1593e+01],4,B0054,102,6911,06911.csv,,,
impedance,[2010.       9.      13.       4.      14.      47.968],24,B0054,103,6912,06912.csv,,0.100478299,0.169794455
discharge,[2010.       9.      14.      12.       6.       5.296],4,B0054,104,6913,06913.csv,0.99764291,,
impedance,[2010.       9.      14.      12.      54.      12.703],24,B0054,105,6914,06914.csv,,0.099085852,0.169576025
charge,[2.01e+03 9.00e+00 1.40e+01 1.30e+01 2.60e+01 3.43e-01],4,B0054,106,6915,06915.csv,,,
impedance,[2010.      9.     14.     16.     31.     17.25],24,B0054,107,6916,06916.csv,,0.09976414,0.171595873
discharge,[2010.       9.      14.      17.       3.       4.921],4,B0054,108,6917,06917.csv,0.983331526,,
charge,[2010.       9.      14.      17.      46.      48.031],4,B0054,109,6918,06918.csv,,,
discharge,[2010.       9.      14.      20.      48.       6.968],4,B0054,110,6919,06919.csv,0.990437006,,
charge,[2010.       9.      14.      21.      31.      37.328],4,B0054,111,6920,06920.csv,,,
discharge,[2010.       9.      15.       0.      32.      54.453],4,B0054,112,6921,06921.csv,0.949987134,,
charge,[2.010e+03 9.000e+00 1.500e+01 1.000e+00 1.600e+01 6.093e+00],4,B0054,113,6922,06922.csv,,,
discharge,[2010.       9.      15.       4.      17.      21.781],4,B0054,114,6923,06923.csv,0.952602784,,
charge,[2010.      9.     15.      5.      0.      4.75],4,B0054,115,6924,06924.csv,,,
discharge,[2010.       9.      17.      15.      17.      48.765],4,B0054,116,6925,06925.csv,0.885017518,,
impedance,[2.010e+03 9.000e+00 1.700e+01 1.600e+01 2.000e+00 3.289e+01],24,B0054,117,6926,06926.csv,,0.09945861,0.16837107
charge,[2010.       9.      17.      16.      34.      19.843],4,B0054,118,6927,06927.csv,,,
impedance,[2010.       9.      17.      19.      39.      33.093],24,B0054,119,6928,06928.csv,,0.098922977,0.168829063
discharge,[2010.       9.      17.      20.      11.      19.796],4,B0054,120,6929,06929.csv,0.993740275,,
charge,[2010.       9.      17.      20.      55.      26.968],4,B0054,121,6930,06930.csv,,,
discharge,[2010.      9.     17.     23.     56.     44.39],4,B0054,122,6931,06931.csv,0.995507331,,
charge,[2010.       9.      18.       0.      40.      13.437],4,B0054,123,6932,06932.csv,,,
discharge,[2010.       9.      18.       3.      41.      26.687],4,B0054,124,6933,06933.csv,0.975407871,,
charge,[2010.       9.      18.       4.      24.      22.125],4,B0054,125,6934,06934.csv,,,
discharge,[2010.      9.     18.      7.     25.     38.64],4,B0054,126,6935,06935.csv,0.965960558,,
charge,[2010.       9.      18.       8.       8.      20.468],4,B0054,127,6936,06936.csv,,,
discharge,[2010.       9.      18.      11.       9.      35.656],4,B0054,128,6937,06937.csv,0.957370262,,
impedance,[2010.       9.      18.      11.      56.      16.718],24,B0054,129,6938,06938.csv,,0.099558588,0.162099957
charge,[2010.       9.      18.      12.      28.       3.796],4,B0054,130,6939,06939.csv,,,
impedance,[2010.      9.     18.     15.     33.     19.14],24,B0054,131,6940,06940.csv,,0.098495603,0.169166211
discharge,[2010.       9.      18.      16.       5.       6.281],4,B0054,132,6941,06941.csv,0.929475659,,
charge,[2010.       9.      18.      16.      48.       9.078],4,B0054,133,6942,06942.csv,,,
discharge,[2010.       9.      18.      19.      49.      23.328],4,B0054,134,6943,06943.csv,0.932355388,,
charge,[2010.       9.      18.      20.      32.      11.859],4,B0054,135,6944,06944.csv,,,
discharge,[2010.       9.      18.      23.      33.      26.125],4,B0054,136,6945,06945.csv,0.954568378,,
charge,[2010.       9.      19.       0.      15.      53.859],4,B0054,137,6946,06946.csv,,,
discharge,[2010.       9.      19.       3.      17.      11.312],4,B0054,138,6947,06947.csv,0.93302421,,
charge,[2010.       9.      19.       3.      59.      19.781],4,B0054,139,6948,06948.csv,,,
discharge,[2010.       9.      19.       7.       0.      37.453],4,B0054,140,6949,06949.csv,0.923294184,,
impedance,[2010.       9.      19.       7.      46.      55.343],24,B0054,141,6950,06950.csv,,0.099954393,0.168172088
charge,[2010.       9.      19.       8.      18.      42.812],4,B0054,142,6951,06951.csv,,,
impedance,[2.01e+03 9.00e+00 1.90e+01 1.10e+01 2.40e+01 7.96e-01],24,B0054,143,6952,06952.csv,,0.100686762,0.166125148
discharge,[2010.       9.      19.      11.      55.      48.484],4,B0054,144,6953,06953.csv,0.925779916,,
charge,[2010.       9.      19.      12.      37.      25.421],4,B0054,145,6954,06954.csv,,,
discharge,[2010.       9.      19.      15.      38.      44.765],4,B0054,146,6955,06955.csv,0.916276579,,
charge,[2010.       9.      19.      16.      20.      55.593],4,B0054,147,6956,06956.csv,,,
discharge,[2010.       9.      19.      19.      22.      11.656],4,B0054,148,6957,06957.csv,0.938701168,,
charge,[2.01e+03 9.00e+00 1.90e+01 2.00e+01 4.00e+00 7.96e-01],4,B0054,149,6958,06958.csv,,,
discharge,[2010.       9.      19.      23.       5.      17.437],4,B0054,150,6959,06959.csv,0.915899059,,
charge,[2010.       9.      19.      23.      46.      55.921],4,B0054,151,6960,06960.csv,,,
discharge,[2.0100e+03 9.0000e+00 2.0000e+01 2.0000e+00 4.8000e+01 1.1609e+01],4,B0054,152,6961,06961.csv,0.920260899,,
impedance,[2010.       9.      20.       3.      33.      57.015],24,B0054,153,6962,06962.csv,,0.099710966,0.173724833
charge,[2010.       9.      20.       4.       5.      45.906],4,B0054,154,6963,06963.csv,,,
impedance,[2.010e+03 9.000e+00 2.000e+01 7.000e+00 1.100e+01 1.781e+00],24,B0054,155,6964,06964.csv,,0.098157376,0.169944702
discharge,[2010.       9.      20.       7.      42.      50.203],4,B0054,156,6965,06965.csv,0.911125392,,
charge,[2010.       9.      20.       8.      24.      15.015],4,B0054,157,6966,06966.csv,,,
discharge,[2010.       9.      20.      11.      25.      31.156],4,B0054,158,6967,06967.csv,0.898050704,,
charge,[2010.       9.      20.      12.       7.      10.968],4,B0054,159,6968,06968.csv,,,
discharge,[2010.       9.      20.      15.       8.      29.703],4,B0054,160,6969,06969.csv,0.927886462,,
charge,[2.01e+03 9.00e+00 2.00e+01 1.50e+01 5.00e+01 1.14e+00],4,B0054,161,6970,06970.csv,,,
discharge,[2010.       9.      20.      18.      51.      21.781],4,B0054,162,6971,06971.csv,0.91184154,,
charge,[2010.       9.      20.      19.      32.       6.515],4,B0054,163,6972,06972.csv,,,
discharge,[2010.       9.      20.      22.      33.      25.109],4,B0054,164,6973,06973.csv,0.893649165,,
impedance,[2010.       9.      20.      23.      18.      51.328],24,B0054,165,6974,06974.csv,,0.10056175,0.165866433
charge,[2010.       9.      20.      23.      50.      39.718],4,B0054,166,6975,06975.csv,,,
impedance,[2.0100e+03 9.0000e+00 2.1000e+01 2.0000e+00 5.5000e+01 5.6796e+01],24,B0054,167,6976,06976.csv,,0.098125732,0.171059257
discharge,[2010.       9.      21.      16.      21.       5.187],4,B0054,168,6977,06977.csv,0.910086449,,
impedance,[2010.       9.      21.      17.       7.      17.328],24,B0054,169,6978,06978.csv,,0.101957483,0.171632265
charge,[2010.       9.      21.      17.      39.       5.828],4,B0054,170,6979,06979.csv,,,
impedance,[2010.       9.      21.      20.      44.      24.828],24,B0054,171,6980,06980.csv,,0.098777567,0.169791739
discharge,[2010.       9.      21.      21.      16.      13.531],4,B0054,172,6981,06981.csv,0.911490473,,
charge,[2010.      9.     21.     21.     58.     28.14],4,B0054,173,6982,06982.csv,,,
discharge,[2010.      9.     22.      0.     59.     48.89],4,B0054,174,6983,06983.csv,0.933717281,,
charge,[2.0100e+03 9.0000e+00 2.2000e+01 1.0000e+00 4.1000e+01 3.2187e+01],4,B0054,175,6984,06984.csv,,,
discharge,[2010.       9.      22.       4.      42.      50.281],4,B0054,176,6985,06985.csv,0.898151776,,
charge,[2010.       9.      22.       5.      24.      23.734],4,B0054,177,6986,06986.csv,,,
discharge,[2010.       9.      22.       8.      25.      42.578],4,B0054,178,6987,06987.csv,0.913936714,,
charge,[2010.       9.      22.       9.       6.      33.937],4,B0054,179,6988,06988.csv,,,
discharge,[2010    9   22   12    7   52],4,B0054,180,6989,06989.csv,0.876484862,,
impedance,[2010.       9.      22.      12.      53.      15.031],24,B0054,181,6990,06990.csv,,0.100839617,0.168038425
charge,[2010.       9.      22.      13.      25.       4.078],4,B0054,182,6991,06991.csv,,,
impedance,[2010.       9.      22.      16.      30.      22.781],24,B0054,183,6992,06992.csv,,0.099380707,0.163839986
discharge,[2.0100e+03 9.0000e+00 2.2000e+01 1.7000e+01 2.0000e+00 1.1859e+01],4,B0054,184,6993,06993.csv,0.885491796,,
charge,[2010.       9.      22.      17.      43.      16.453],4,B0054,185,6994,06994.csv,,,
discharge,[2010.       9.      22.      20.      44.      38.687],4,B0054,186,6995,06995.csv,0.881907462,,
charge,[2010.       9.      22.      21.      25.      52.718],4,B0054,187,6996,06996.csv,,,
discharge,[2010.       9.      23.       0.      27.      12.937],4,B0054,188,6997,06997.csv,0.904580911,,
charge,[2.0100e+03 9.0000e+00 2.3000e+01 1.0000e+00 7.0000e+00 4.6453e+01],4,B0054,189,6998,06998.csv,,,
discharge,[2010.       9.      23.       4.       9.       8.968],4,B0054,190,6999,06999.csv,0.873460635,,
charge,[2010.      9.     23.      4.     49.     59.39],4,B0054,191,7000,07000.csv,,,
discharge,[2010.       9.      23.       7.      51.      17.218],4,B0054,192,7001,07001.csv,0.903131191,,
impedance,[2010.      9.     23.      8.     35.     53.89],24,B0054,193,7002,07002.csv,,0.100900242,0.173727955
charge,[2010.      9.     23.      9.      7.     43.25],4,B0054,194,7003,07003.csv,,,
impedance,[2010.      9.     23.     12.     13.      2.64],24,B0054,195,7004,07004.csv,,0.099787565,0.169881924
discharge,[2010.       9.      23.      12.      44.      52.046],4,B0054,196,7005,07005.csv,0.871221775,,
charge,[2010.       9.      23.      13.      25.      43.781],4,B0054,197,7006,07006.csv,,,
discharge,[2010.       9.      23.      16.      27.       6.734],4,B0054,198,7007,07007.csv,0.893649904,,
charge,[2010.      9.     23.     17.      7.     13.64],4,B0054,199,7008,07008.csv,,,
discharge,[2010.       9.      23.      20.       8.      35.109],4,B0054,200,7009,07009.csv,0.883506401,,
charge,[2010    9   23   20   48   49],4,B0054,201,7010,07010.csv,,,
discharge,[2010.       9.      23.      23.      50.      11.265],4,B0054,202,7011,07011.csv,0.877940371,,
charge,[2010.       9.      24.       0.      30.      30.234],4,B0054,203,7012,07012.csv,,,
discharge,[2010.       9.      24.       3.      31.      49.968],4,B0054,204,7013,07013.csv,0.859938911,,
impedance,[2010.       9.      24.       4.      16.      16.906],24,B0054,205,7014,07014.csv,,0.099995355,0.169405733
charge,[2010.       9.      24.       4.      48.       6.765],4,B0054,206,7015,07015.csv,,,
impedance,[2010.       9.      24.       7.      53.      28.687],24,B0054,207,7016,07016.csv,,0.099807617,0.16731997
discharge,[2010.       9.      24.       8.      25.      18.515],4,B0054,208,7017,07017.csv,0.869735812,,
charge,[2010.       9.      24.       9.       5.      40.015],4,B0054,209,7018,07018.csv,,,
discharge,[2010.       9.      24.      12.       7.       3.171],4,B0054,210,7019,07019.csv,0.863827181,,
charge,[2010.       9.      24.      12.      47.      29.312],4,B0054,211,7020,07020.csv,,,
discharge,[2010.       9.      24.      15.      48.      49.406],4,B0054,212,7021,07021.csv,0.886569454,,
charge,[2010.       9.      24.      16.      28.      59.265],4,B0054,213,7022,07022.csv,,,
discharge,[2010.       9.      24.      19.      30.      22.281],4,B0054,214,7023,07023.csv,0.869007857,,
charge,[2010.       9.      24.      20.      10.       9.953],4,B0054,215,7024,07024.csv,,,
discharge,[2010.       9.      24.      23.      11.      34.281],4,B0054,216,7025,07025.csv,0.847444609,,
impedance,[2010.       9.      24.      23.      55.      54.734],24,B0054,217,7026,07026.csv,,0.100042467,0.168632518
charge,[2010.       9.      25.       0.      27.      44.859],4,B0054,218,7027,07027.csv,,,
impedance,[2010.      9.     25.      3.     33.      5.39],24,B0054,219,7028,07028.csv,,0.098819692,0.168465877
discharge,[2010.       9.      28.      11.      41.      33.437],4,B0054,220,7029,07029.csv,0.879972772,,
impedance,[2010.       9.      28.      12.      28.      25.625],24,B0054,221,7030,07030.csv,,0.101301587,0.168103855
charge,[2010.      9.     28.     13.      0.     15.89],4,B0054,222,7031,07031.csv,,,
impedance,[2010.       9.      28.      16.       5.      40.343],24,B0054,223,7032,07032.csv,,0.099063406,0.166940177
discharge,[2010.       9.      28.      16.      37.      32.109],4,B0054,224,7033,07033.csv,0.911044458,,
charge,[2010.       9.      28.      17.      20.       8.734],4,B0054,225,7034,07034.csv,,,
discharge,[2010.       9.      28.      20.      21.      33.968],4,B0054,226,7035,07035.csv,0.912172429,,
charge,[2010.       9.      28.      21.       4.       5.953],4,B0054,227,7036,07036.csv,,,
discharge,[2010.       9.      29.       0.       5.      26.906],4,B0054,228,7037,07037.csv,0.887204398,,
charge,[2.01e+03 9.00e+00 2.90e+01 0.00e+00 4.70e+01 8.43e-01],4,B0054,229,7038,07038.csv,,,
discharge,[2010.       9.      29.       3.      48.      21.015],4,B0054,230,7039,07039.csv,0.896123677,,
charge,[2010.       9.      29.       4.      29.      50.859],4,B0054,231,7040,07040.csv,,,
discharge,[2010.       9.      29.       7.      31.      12.015],4,B0054,232,7041,07041.csv,0.8851334,,
impedance,[2010.       9.      29.       8.      16.      37.968],24,B0054,233,7042,07042.csv,,0.100101769,0.172068307
charge,[2010.       9.      29.       8.      48.      28.531],4,B0054,234,7043,07043.csv,,,
impedance,[2010.       9.      29.      11.      53.      51.203],24,B0054,235,7044,07044.csv,,0.09962653,0.173670201
discharge,[2010.       9.      29.      12.      25.      41.906],4,B0054,236,7045,07045.csv,0.879338665,,
charge,[2010.       9.      29.      13.       6.      49.296],4,B0054,237,7046,07046.csv,,,
discharge,[2010.       9.      29.      16.       8.      13.421],4,B0054,238,7047,07047.csv,0.846122424,,
charge,[2010.       9.      29.      16.      49.      33.218],4,B0054,239,7048,07048.csv,,,
discharge,[2010.       9.      29.      19.      50.      59.781],4,B0054,240,7049,07049.csv,0.870593315,,
charge,[2010.       9.      29.      20.      31.      38.875],4,B0054,241,7050,07050.csv,,,
discharge,[2.01e+03 9.00e+00 2.90e+01 2.30e+01 3.30e+01 8.90e-01],4,B0054,242,7051,07051.csv,0.844052091,,
charge,[2010.       9.      30.       0.      13.      58.171],4,B0054,243,7052,07052.csv,,,
discharge,[2010.       9.      30.       3.      15.      20.437],4,B0054,244,7053,07053.csv,0.853624468,,
impedance,[2010.       9.      30.       3.      59.      31.578],24,B0054,245,7054,07054.csv,,0.10176865,0.169941148
charge,[2010.       9.      30.       4.      31.      22.796],4,B0054,246,7055,07055.csv,,,
impedance,[2010.       9.      30.       7.      36.      45.046],24,B0054,247,7056,07056.csv,,0.10150507,0.17427375
discharge,[2010.       9.      30.       8.       8.      36.328],4,B0054,248,7057,07057.csv,0.852451934,,
charge,[2010.      9.     30.      8.     48.     54.25],4,B0054,249,7058,07058.csv,,,
discharge,[2010.       9.      30.      11.      50.      17.687],4,B0054,250,7059,07059.csv,0.8373919,,
charge,[2010.       9.      30.      12.      31.      10.171],4,B0054,251,7060,07060.csv,,,
discharge,[2010.       9.      30.      15.      32.      33.078],4,B0054,252,7061,07061.csv,0,,
discharge,[2010.       9.       3.      12.      10.      27.156],4,B0056,0,7062,07062.csv,0.785278121,,
impedance,[2010.       9.       3.      13.       0.      14.437],24,B0056,1,7063,07063.csv,,0.108859818,0.242351902
charge,[2010.       9.       3.      13.      31.      57.625],4,B0056,2,7064,07064.csv,,,
impedance,[2010.       9.       3.      16.      37.       4.078],24,B0056,3,7065,07065.csv,,0.104964052,0.220815081
discharge,[2010.       9.       3.      17.       8.      51.656],4,B0056,4,7066,07066.csv,1.344355555,,
charge,[2010.      9.      3.     17.     57.     17.25],4,B0056,5,7067,07067.csv,,,
discharge,[2010.       9.       3.      20.      58.      26.281],4,B0056,6,7068,07068.csv,1.317502711,,
charge,[2010.       9.       3.      21.      46.      44.656],4,B0056,7,7069,07069.csv,,,
discharge,[2010.       9.       4.       0.      47.      52.687],4,B0056,8,7070,07070.csv,1.297365468,,
charge,[2.0100e+03 9.0000e+00 4.0000e+00 1.0000e+00 3.4000e+01 2.6531e+01],4,B0056,9,7071,07071.csv,,,
discharge,[2010.      9.      4.      4.     35.     34.64],4,B0056,10,7072,07072.csv,1.263960415,,
charge,[2010.       9.       4.       5.      23.      21.515],4,B0056,11,7073,07073.csv,,,
discharge,[2010.       9.       4.       8.      24.      28.609],4,B0056,12,7074,07074.csv,1.258949619,,
impedance,[2010    9    4    9   14   17],24,B0056,13,7075,07075.csv,,0.103712681,0.19982948
charge,[2.01e+03 9.00e+00 4.00e+00 9.00e+00 4.60e+01 5.46e-01],4,B0056,14,7076,07076.csv,,,
impedance,[2010.       9.       4.      12.      51.       9.515],24,B0056,15,7077,07077.csv,,0.102562576,0.19482175
discharge,[2010.       9.       4.      13.      22.      53.125],4,B0056,16,7078,07078.csv,1.280619769,,
charge,[2010.       9.       4.      14.       6.      24.109],4,B0056,17,7079,07079.csv,,,
discharge,[2010.       9.       4.      17.       7.      33.062],4,B0056,18,7080,07080.csv,1.257278687,,
charge,[2010.      9.      4.     17.     49.     40.14],4,B0056,19,7081,07081.csv,,,
discharge,[2010.       9.       4.      20.      50.      47.984],4,B0056,20,7082,07082.csv,1.222626004,,
charge,[2010.       9.       4.      21.      37.      22.484],4,B0056,21,7083,07083.csv,,,
discharge,[2010.       9.       5.       0.      38.      30.421],4,B0056,22,7084,07084.csv,1.229277225,,
charge,[2.0100e+03 9.0000e+00 5.0000e+00 1.0000e+00 2.4000e+01 2.8468e+01],4,B0056,23,7085,07085.csv,,,
discharge,[2010.       9.       5.       4.      25.      36.515],4,B0056,24,7086,07086.csv,1.227578014,,
impedance,[2010.       9.       5.       5.      10.      52.953],24,B0056,25,7087,07087.csv,,0.104089883,0.19491768
charge,[2010.       9.       5.       5.      42.      37.078],4,B0056,26,7088,07088.csv,,,
impedance,[2010.       9.       5.       8.      47.      45.625],24,B0056,27,7089,07089.csv,,0.101958499,0.195572255
discharge,[2010.       9.       5.       9.      19.      29.796],4,B0056,28,7090,07090.csv,1.213387289,,
charge,[2010.       9.       5.      10.       5.      24.687],4,B0056,29,7091,07091.csv,,,
discharge,[2010.       9.       5.      13.       6.      35.671],4,B0056,30,7092,07092.csv,1.230223614,,
charge,[2010.       9.       5.      13.      51.      37.406],4,B0056,31,7093,07093.csv,,,
discharge,[2010.       9.       5.      16.      52.      47.406],4,B0056,32,7094,07094.csv,1.192753011,,
charge,[2010.       9.       5.      17.      38.       9.718],4,B0056,33,7095,07095.csv,,,
discharge,[2010.       9.       5.      20.      39.      20.328],4,B0056,34,7096,07096.csv,1.186710664,,
charge,[2010.       9.       5.      21.      24.      24.046],4,B0056,35,7097,07097.csv,,,
discharge,[2010.       9.       6.       0.      25.      33.421],4,B0056,36,7098,07098.csv,1.191487514,,
impedance,[2.0100e+03 9.0000e+00 6.0000e+00 1.0000e+00 1.4000e+01 3.2578e+01],24,B0056,37,7099,07099.csv,,0.102805893,0.195909193
charge,[2.0100e+03 9.0000e+00 6.0000e+00 1.0000e+00 4.6000e+01 1.7296e+01],4,B0056,38,7100,07100.csv,,,
impedance,[2010.       9.       6.       4.      51.      28.859],24,B0056,39,7101,07101.csv,,0.101568925,0.187838923
discharge,[2010.      9.      6.      5.     23.     13.75],4,B0056,40,7102,07102.csv,1.214178606,,
charge,[2010.      9.      6.      6.      7.     21.89],4,B0056,41,7103,07103.csv,,,
discharge,[2010.       9.       6.       9.       8.      34.203],4,B0056,42,7104,07104.csv,1.209438756,,
charge,[2010.       9.       6.       9.      52.      10.703],4,B0056,43,7105,07105.csv,,,
discharge,[2010.       9.       6.      12.      53.      22.312],4,B0056,44,7106,07106.csv,1.2070723,,
charge,[2010.       9.       6.      13.      37.      22.312],4,B0056,45,7107,07107.csv,,,
discharge,[2010.       9.       6.      16.      38.      35.375],4,B0056,46,7108,07108.csv,1.162961249,,
charge,[2010.       9.       6.      17.      22.      56.859],4,B0056,47,7109,07109.csv,,,
discharge,[2010.      9.      6.     20.     24.     10.25],4,B0056,48,7110,07110.csv,1.178879687,,
impedance,[2010.       9.       6.      21.      12.      26.359],24,B0056,49,7111,07111.csv,,0.103643824,0.188077037
charge,[2010.      9.      6.     21.     44.     11.75],4,B0056,50,7112,07112.csv,,,
impedance,[2010.      9.      7.      0.     49.     23.75],24,B0056,51,7113,07113.csv,,0.102710516,0.193065211
discharge,[2.0100e+03 9.0000e+00 9.0000e+00 1.6000e+01 2.0000e+00 5.5593e+01],4,B0056,52,7114,07114.csv,1.294510415,,
impedance,[2010.       9.       9.      16.      53.      17.421],24,B0056,53,7115,07115.csv,,0.10304284,0.185425198
charge,[2010.       9.       9.      17.      25.       2.968],4,B0056,54,7116,07116.csv,,,
impedance,[2010.       9.       9.      20.      30.      14.531],24,B0056,55,7117,07117.csv,,0.102628036,0.188029826
discharge,[2.01e+03 9.00e+00 9.00e+00 2.10e+01 2.00e+00 1.09e-01],4,B0056,56,7118,07118.csv,1.260256756,,
charge,[2010.       9.       9.      21.      48.       7.734],4,B0056,57,7119,07119.csv,,,
discharge,[2010.       9.      10.       0.      49.      20.093],4,B0056,58,7120,07120.csv,1.240872129,,
charge,[2.0100e+03 9.0000e+00 1.0000e+01 1.0000e+00 3.4000e+01 5.0609e+01],4,B0056,59,7121,07121.csv,,,
discharge,[2010.       9.      10.       4.      36.       5.546],4,B0056,60,7122,07122.csv,1.25219734,,
charge,[2010.       9.      10.       5.      20.      43.609],4,B0056,61,7123,07123.csv,,,
discharge,[2010.       9.      10.       8.      21.      56.953],4,B0056,62,7124,07124.csv,1.22790257,,
charge,[2010.       9.      10.       9.       6.      45.796],4,B0056,63,7125,07125.csv,,,
discharge,[2010.       9.      10.      12.       7.      58.578],4,B0056,64,7126,07126.csv,1.191717031,,
impedance,[2010.       9.      10.      12.      56.      32.093],24,B0056,65,7127,07127.csv,,0.103827261,0.189769685
charge,[2010.       9.      10.      13.      28.      18.093],4,B0056,66,7128,07128.csv,,,
impedance,[2010.       9.      10.      16.      33.      32.109],24,B0056,67,7129,07129.csv,,0.101815502,0.186501357
discharge,[2010.       9.      10.      17.       5.      18.031],4,B0056,68,7130,07130.csv,1.185857024,,
charge,[2010.       9.      10.      17.      49.      42.375],4,B0056,69,7131,07131.csv,,,
discharge,[2010.       9.      10.      20.      50.      57.921],4,B0056,70,7132,07132.csv,1.184093829,,
charge,[2010.       9.      10.      21.      34.      58.687],4,B0056,71,7133,07133.csv,,,
discharge,[2010.       9.      11.       0.      36.      11.406],4,B0056,72,7134,07134.csv,1.205982914,,
charge,[2.01e+03 9.00e+00 1.10e+01 1.00e+00 1.90e+01 4.25e+01],4,B0056,73,7135,07135.csv,,,
