,source,author,title,description,url,urlToImage,publishedAt,content
39,"{'id': 'the-verge', 'name': 'The Verge'}",Alex Heath,"After trying the Vision Pro, Mark Zuckerberg says Quest 3 ‘is the better product, period’","Meta CEO Mark Zuckerberg compared Apple’s Vision Pro to his company’s latest Quest 3 in an Instagram video review, arguing that the Quest is the “better product, period.”",https://www.theverge.com/2024/2/13/24072413/mark-zuckerberg-apple-vision-pro-review-quest-3,https://cdn.vox-cdn.com/thumbor/1c-AYWkdoA28STKNA3SsqmVuxvA=/0x0:1536x1920/1200x628/filters:focal(863x462:864x463)/cdn.vox-cdn.com/uploads/chorus_asset/file/24711916/Mark_Zuckerberg_wearing_Quest_3.jpg,2024-02-14T00:42:25Z,"After trying the Vision Pro, Mark Zuckerberg says Quest 3 is the better product, period
After trying the Vision Pro, Mark Zuckerberg says Quest 3 is the better product, period
 / Metas CEO finally … [+2529 chars]"
40,"{'id': 'the-verge', 'name': 'The Verge'}",Allison Johnson,One of the last small-ish Android phones looks like it’s going the way of the iPhone Mini,"Asus’ Zenfone has been a small phone fan favorite for the past few years, but that looks to be changing with the upcoming Zenfone 11 Ultra.",https://www.theverge.com/2024/2/20/24078500/asus-zenfone-11-ultra-small-phone,https://cdn.vox-cdn.com/thumbor/3iVMjWW9x4dh8UnGBdC6VcvrPo8=/0x0:2000x1333/1200x628/filters:focal(1000x667:1001x668)/cdn.vox-cdn.com/uploads/chorus_asset/file/24759618/DSC04929_processed.JPG,2024-02-20T21:38:20Z,"One of the last small-ish Android phones looks like its going the way of the iPhone Mini
One of the last small-ish Android phones looks like its going the way of the iPhone Mini
 / Asus is supersiz… [+2613 chars]"
41,"{'id': 'the-verge', 'name': 'The Verge'}",Nilay Patel,"Apple Vision Pro review: magic, until it’s not","There’s a lot of pressure on the new Apple Vision Pro headset, which starts at $3,499 and marks the beginning of something called “spatial computing.” The ambition is enormous, but the Vision Pro also represents a series of really big tradeoffs.",https://www.theverge.com/24054862/apple-vision-pro-review-vr-ar-headset-features-price,https://cdn.vox-cdn.com/thumbor/uCgzK17G5rY_qJnFUAHN7-SQRsY=/0x0:2700x1800/1200x628/filters:focal(1350x900:1351x901)/cdn.vox-cdn.com/uploads/chorus_asset/file/25255994/246965_vision_pro_AKrales_0235.jpg,2024-01-30T14:00:00Z,"The Apple Vision Pro is the best consumer headset anyone’s ever made — and that’s the problem. There’s a lot of pressure on the new Apple Vision Pro, Apple’s long-awaited entry into the world of comp… [+49810 chars]"
42,"{'id': 'the-verge', 'name': 'The Verge'}",David Nield,How to keep track of friends and family on Android,"The most obvious choice for location sharing on Android is Google Maps, as it comes preinstalled. There are other options you can try as well.",https://www.theverge.com/24051696/android-google-location-track-how-to,https://cdn.vox-cdn.com/thumbor/UzdkaH07Qy2slCDTUiSbRFRA_Es=/0x0:3000x2000/1200x628/filters:focal(1500x1000:1501x1001)/cdn.vox-cdn.com/uploads/chorus_asset/file/25220285/HT012_Google_Maps.png,2024-01-27T14:00:00Z,"Image: The Verge

 

 Many of us are hyperaware of the multitude of ways we can be tracked with modern technology, so you may feel like you don’t need to add another to the mix. But knowing the wher… [+5519 chars]"
43,"{'id': None, 'name': 'Gizmodo.com'}",Florence Ion,iPhone 15 Pro Max Vs Samsung S24 Ultra Battery Life: Apple Finally Has Some Competition,"No matter what phone you’re carrying around, the one thing that can’t falter is battery life. That’s why we test every smartphone that comes through our review desk for its relative longevity. So far, Android smartphones are taking the lead from the iPhone 15…",https://gizmodo.com/samsung-ultra-s24-iphone-15-pro-battery-life-1851228365,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/d74169e1b172f0a82864100c66e93728.jpg",2024-02-06T17:30:00Z,"No matter what phone youre carrying around, the one thing that cant falter is battery life. Thats why we test every smartphone that comes through our review desk for its relative longevity. So far, A… [+3480 chars]"
44,"{'id': None, 'name': 'Gizmodo.com'}",Lucas Ropek,Snap Recalls All of Its Selfie Drones Due to Fears They'll Become Flying Fireballs,"A couple of years ago, Snap (the company behind Snapchat) decided that the selfie production pipeline needed to be improved upon. Bathroom mirrors and selfie sticks were not cutting it. No, no, Snap decided that the next evolution in the art of taking picture…",https://gizmodo.com/snap-selfie-drone-recall-fire-hazard-1851216678,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/9837953d8ac676f33a55a72efc5385a2.gif",2024-02-01T21:10:00Z,"A couple of years ago, Snap (the company behind Snapchat) decided that the selfie production pipeline needed to be improved upon. Bathroom mirrors and selfie sticks were not cutting it. No, no, Snap … [+1917 chars]"
45,"{'id': None, 'name': 'Gizmodo.com'}",Kyle Barr,Here’s What Reviewers Are Saying About the Apple Vision Pro,"Apple’s Vision Pro is set to make landfall from the company’s Cupertino spaceship headquarters Friday. Still, those who got to spend time with it early could finally break their silence Tuesday morning. From the fore, reviewers have walked away impressed with…",https://gizmodo.com/apple-vision-pro-reviews-mixed-vr-ar-1851208941,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/a04f5970ec9f608eba1e3f7518ea58a6.jpg",2024-01-30T16:15:00Z,"Apples Vision Pro is set to make landfall from the companys Cupertino spaceship headquarters Friday. Still, those who got to spend time with it early could finally break their silence Tuesday morning… [+5043 chars]"
46,"{'id': None, 'name': 'Gizmodo.com'}",Kyle Barr,Apple Vision Pro Teardown and Stress Test: Those Fake Eyes Can Take a Beating,"Now that the Apple Vision Pro is officially hitting the streets, folks who ordered early are truly able to see how hard they can push their $3,500 headset. While there’s no medical terminology for that feeling of somebody taking a sledgehammer to your wallet,…",https://gizmodo.com/apple-vision-pro-teardown-stress-test-1851225919,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/0bc229b0ee4f269d9696474b8c0a02a8.gif",2024-02-05T18:10:00Z,"Now that the Apple Vision Pro is officially hitting the streets, folks who ordered early are truly able to see how hard they can push their $3,500 headset. While theres no medical terminology for tha… [+3761 chars]"
47,"{'id': None, 'name': 'Gizmodo.com'}",Thomas Germain,Zuck Tells Apple Vision Bros Their New Toy Sucks,"Mark Zuckerberg hopped on Instagram Tuesday to post a detailed and obviously rehearsed take-down of the Apple Vision Pro, the iPhone maker’s $3,500 headset. Meta’s chief trash talker had a top-line message he wants the “fanboys” to hear: this thing stinks, an…",https://gizmodo.com/zuck-tells-apple-vision-bros-their-new-toy-sucks-1851255730,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/32290120b6f39bdcbaee3cf4be1cb5ad.jpg",2024-02-14T15:55:00Z,"Mark Zuckerberg hopped on Instagram Tuesday to post a detailed and obviously rehearsed take-down of the Apple Vision Pro, the iPhone makers $3,500 headset. Metas chief trash talker had a top-line mes… [+4157 chars]"
48,"{'id': None, 'name': 'Gizmodo.com'}",Florence Ion,Which Samsung Galaxy S24 Is Right for You,"Samsung has a family of new devices on sale this week. The Galaxy S24 series includes the smaller Galaxy S24, the larger Galaxy S24+, and the ginormous Galaxy S24 Ultra. Most people don’t need the Ultra to get the benefits of wielding a Samsung-made Android d…",https://gizmodo.com/which-samsung-galaxy-s24-is-right-for-you-1851210473,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/cc77b8c3e8608e561f09f85a68c5f237.png",2024-01-31T12:45:00Z,"Samsung has a family of new devices on sale this week. The Galaxy S24 series includes the smaller Galaxy S24, the larger Galaxy S24+, and the ginormous Galaxy S24 Ultra. Most people dont need the Ult… [+5373 chars]"
49,"{'id': None, 'name': 'Gizmodo.com'}",Florence Ion,Samsung Will Help You Fix Your Foldable If You Dare to Do It Yourself,"I’m not saying that Samsung’s foldables are less resistant to life’s surprises than a standard smartphone, but the inside display is soft, and things can happen. And when they do, Samsung can help you fix the screen yourself—if you dare.Read more...",https://gizmodo.com/samsung-will-help-you-fix-your-foldable-if-you-dare-1851189898,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/8c1d6525fcb3763dc73c80045341c477.jpg",2024-01-23T19:50:00Z,"Im not saying that Samsungs foldables are less resistant to lifes surprises than a standard smartphone, but the inside display is soft, and things can happen. And when they do, Samsung can help you f… [+2244 chars]"
50,"{'id': None, 'name': 'Gizmodo.com'}",Dua Rashid,HP Envy Move All-in-One Hands-on: Not the Apple iMac Replacement We Were Hoping For,HP recently released an interesting all-in-one that trades in performance and power for portability and ease of use. The pitch for the HP Envy Move All-in-One is that it’s a PC you can take with you anywhere without having to plug it into anything. While it i…,https://gizmodo.com/hp-envy-move-hands-on-performance-all-in-one-1851213611,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/533f1e06483749c4ae8a206ce6a8e4ce.gif",2024-02-05T16:20:00Z,HP recently released an interesting all-in-one that trades in performance and power for portability and ease of use. The pitch for the HP Envy Move All-in-One is that its a PC you can take with you a… [+4446 chars]
51,"{'id': None, 'name': 'Gizmodo.com'}",Kyle Barr,Apple Vision Pro Hands-on: Brilliant AR Capabilities That Still Cost Too Darn Much,"I had just 30 minutes to test out Apple’s $3,500 Vision Pro headset. Others who received a review unit from Apple or purchased one themselves have spent a week or more with it by this point. We’ve seen a lot of interesting use cases for the headset and an equ…",https://gizmodo.com/apple-vision-pro-1851249913,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/1034eb31d614bc16612dd822b9c87068.jpg",2024-02-13T13:00:00Z,"I had just 30 minutes to test out Apples $3,500 Vision Pro headset. Others who received a review unit from Apple or purchased one themselves have spent a week or more with it by this point. Weve seen… [+5964 chars]"
52,"{'id': 'ars-technica', 'name': 'Ars Technica'}",Jonathan M. Gitlin,Retail H2 stations close in California while H2 heavy trucking expands,Hydrogen still makes sense for fixed-route heavy vehicles—but not passenger cars.,https://arstechnica.com/cars/2024/02/retail-h2-stations-close-in-california-while-h2-heavy-trucking-expands/,https://cdn.arstechnica.net/wp-content/uploads/2024/02/GettyImages-1234860695-760x380.jpg,2024-02-12T17:30:59Z,"38
Shell has closed all seven of its retail hydrogen filling stations in California, according to Hydrogen Insight. Now, the energy company will just operate a trio of hydrogen stations for heavy-du… [+4968 chars]"
53,"{'id': 'ars-technica', 'name': 'Ars Technica'}",Jonathan M. Gitlin,BYD may build electric vehicle factory in Mexico for US market,Producing cars in Mexico would make it cheaper for BYD to sell cars in the US.,https://arstechnica.com/cars/2024/02/byd-may-build-electric-vehicle-factory-in-mexico-for-us-market/,https://cdn.arstechnica.net/wp-content/uploads/2024/02/GettyImages-1933820815-760x380.jpg,2024-02-14T15:16:08Z,"Enlarge/ BYD does most of its manufacturing in China, but that is rapidly changing.
2
The Chinese automaker BYDwhich stands for Build Your Dreamsis on something of a roll. Last year, it sold more t… [+2212 chars]"
54,"{'id': 'ars-technica', 'name': 'Ars Technica'}",Jonathan M. Gitlin,Stellantis will finally adopt Tesla-style fast charger plug,The Dodge and Ram owner is adopting J3400 for DC charging.,https://arstechnica.com/cars/2024/02/stellantis-will-finally-adopt-tesla-style-fast-charger-plug/,https://cdn.arstechnica.net/wp-content/uploads/2024/02/FT024_003FH-760x380.jpg,2024-02-13T14:35:34Z,"Enlarge/ Stellantis' EV offerings in the US are few and far between. 
45
The North American electric vehicle fast charging plug war is over, bar some shouting. This week, Stellantiswhich owns Dodge… [+1834 chars]"
55,"{'id': 'ars-technica', 'name': 'Ars Technica'}",Kevin Purdy,"OpenWrt, now 20 years old, is crafting its own future-proof reference hardware","There are, as you might expect, a few disagreements about what's most important.",https://arstechnica.com/gadgets/2024/01/openwrt-now-20-years-old-is-crafting-its-own-future-proof-reference-hardware/,https://cdn.arstechnica.net/wp-content/uploads/2024/01/wrt54g_salter-760x380.jpeg,2024-01-23T20:11:33Z,"Enlarge/ Failing an image of the proposed reference hardware by the OpenWrt group, let us gaze upon where this all started: inside a device that tried to quietly use open source software without cred… [+2923 chars]"
56,"{'id': 'ars-technica', 'name': 'Ars Technica'}",Stephen Clark,NASA urged Astrobotic not to send its hamstrung spacecraft toward the Moon,A propellant leak prevented the Peregrine spacecraft from landing on the Moon.,https://arstechnica.com/space/2024/01/on-its-first-mission-astrobotic-missed-the-moon-but-learned-a-lot/,https://cdn.arstechnica.net/wp-content/uploads/2024/01/GEI0gKJWkAYToxY-2-760x380.jpeg,2024-01-23T00:35:47Z,"Enlarge/ A camera on Astrobotic's Peregrine spacecraft captured this view of a crescent Earth during its mission.
11
Astrobotic knew its first space mission would be rife with risks. After all, the… [+4880 chars]"
57,"{'id': 'ars-technica', 'name': 'Ars Technica'}",Samuel Axon,Apple declares last MacBook Pro with an optical drive obsolete,The laptop hadn't been for sale in more than seven years.,https://arstechnica.com/gadgets/2024/01/apple-declares-last-macbook-pro-with-an-optical-drive-obsolete/,https://cdn.arstechnica.net/wp-content/uploads/2024/01/13-inch-MBP-760x380.png,2024-01-31T22:46:53Z,"Enlarge/ The 13-inch MacBook Pro from 2012.
5
Sometimes, it's worth taking a moment to note the end of an era, even when that ending might have happened a long time ago. Today, Apple announced that… [+1987 chars]"
58,"{'id': 'ars-technica', 'name': 'Ars Technica'}",Jonathan M. Gitlin,Chevrolet announces model year 2024 Equinox EV pricing,"We've known the 1LT will start at $34,995, but a 2LT will cost at least $43,295.",https://arstechnica.com/cars/2024/02/chevrolet-announces-model-year-2024-equinox-ev-pricing/,https://cdn.arstechnica.net/wp-content/uploads/2024/02/2024-Chevrolet-Equinox-EV-1LT-100-760x380.jpg,2024-02-12T19:49:34Z,"Enlarge/ This is what the entry-level Chevrolet Equinox EV 1LT will look like. 
32
Chevrolet's next battery electric vehicle on its troubled Ultium platform will be the Equinox EV, a compact crosso… [+2478 chars]"
